 0 1 2 3 4 5 6 7
once 0.000649586394836 0.00324128275851 4.61604704408e-104 5.35107549808e-104 1.02072785261e-103 6.31435585663e-104 4.75717821301e-104 0.000662283222642
one 0.0042024353061 0.000970621840032 0.00323251416291 9.5307698066e-104 0.00598237220256 0.00312621694602 1.56811037563e-76 0.00187420689699
only 5.43042287732e-104 0.00155959054071 4.66019770374e-104 0.000836184370659 1.43016076067e-103 0.000633188331684 5.40089727974e-104 5.49155403725e-104
onset 3.49813025089e-104 4.71338294519e-104 4.6190939064e-104 6.1038118795e-104 1.24283598103e-92 6.24194010671e-104 4.63641827873e-104 0.00053556427267
onward 3.46512760507e-104 4.73433112851e-104 4.64084111191e-104 0.000501093411657 4.50232327076e-104 6.26062744086e-104 4.63641827873e-104 5.3556427267e-104
onwards 3.46512760507e-104 5.35433055605e-104 1.3510621458e-103 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.63641827873e-104 5.3556427267e-104
open 0.000346512760507 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
oppressed 3.46512760507e-104 0.000469372189826 0.000462712282275 5.01093411657e-104 4.53921213925e-104 6.26989767563e-104 4.63641827873e-104 5.3556427267e-104
oppression 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 5.36007352881e-104 6.22814387895e-104 0.000463641827873 5.3556427267e-104
or 0.00599423767451 0.00529278039879 4.61817113382e-104 6.80238577193e-104 9.66015048076e-104 0.0236451919391 0.00578965538568 7.15642216507e-104
ordering 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
orient 3.46512760507e-104 4.7051810092e-104 4.61836035487e-104 5.73643412107e-104 1.12236377995e-103 6.26882640889e-104 4.63641827873e-104 0.00053556427267
ornament 3.87053627478e-104 5.61891289663e-104 0.000461606740684 5.02299772304e-104 0.0012544659525 6.22991449062e-104 0.00056272025072 7.98779324042e-104
ornaments 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
orphans 3.46512760507e-104 4.7051810092e-104 4.61588134027e-104 5.01093428838e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
other 0.00216392142885 6.59724502738e-104 0.000461741650986 5.41274725936e-104 0.00202963758059 6.23197948616e-104 6.35173283185e-104 0.00281001765388
others 5.3971655707e-104 0.000701892683161 4.61856339621e-104 0.00110905264084 0.00437152296102 0.000623210378381 6.75972201923e-104 0.000313236558821
our 5.77225621215e-104 0.00283272270771 4.61951008701e-104 0.000743322905797 9.61113957256e-31 0.000938310544763 0.00132340189899 0.0032858138498
out 1.06305564255e-87 0.00187438602207 0.00138616171007 0.00389984160677 7.94445585966e-104 6.25889888295e-104 0.000570578415359 5.36566593241e-104
outbraves 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
outcast 0.000346512760507 4.83133834369e-104 4.61588119472e-104 5.10558841394e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
outgoing 3.97806968051e-104 4.74435209303e-104 4.63263084352e-104 0.000501093411657 5.23126068668e-104 6.23448498741e-104 4.63641827873e-104 5.3556427267e-104
outlive 0.00103953828152 6.38383329871e-35 4.61588119472e-104 5.01093411657e-104 6.35284279843e-104 6.22814387895e-104 4.63641827873e-104 6.32383539504e-104
outright 3.46512760507e-104 4.7086613543e-104 4.63234815358e-104 5.01093411657e-104 0.000450232327076 6.37129471713e-104 4.91971442117e-104 8.11765291046e-104
outstripped 3.46529515985e-104 4.71128084713e-104 4.63971177584e-104 0.000501093411657 4.57143076255e-104 6.23773165274e-104 4.63641827873e-104 5.3556427267e-104
outward 7.97988598968e-104 0.000723025539128 4.62634015255e-104 0.00210678365345 6.36351525005e-103 6.25771077925e-104 8.96794197976e-104 0.000674258616944
outworn 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
over 0.000346512760507 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
overgoes 3.46631419002e-104 5.35297212049e-104 4.61588129407e-104 5.01402950079e-104 0.000450232327076 6.22814387895e-104 5.00232854254e-104 6.93303797399e-104
overpartial 6.19145083862e-104 4.7368552362e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
overplus 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
overthrow 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
overturn 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
owe 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
owes 1.02346388959e-103 1.67548360165e-103 4.61588119472e-104 5.03424401078e-104 4.66350071252e-104 6.49216686321e-104 6.88012057948e-104 0.00053556427267
own 0.00288615734207 0.0072364139833 0.000925176269387 0.000974718920302 6.05262518686e-104 6.31761290491e-104 9.08628535017e-104 0.00125410915929
owners 1.06159388229e-103 0.00047051810092 4.62969681491e-104 1.01161068452e-103 4.50232327076e-104 6.2508721563e-104 4.63641827873e-104 0.00053556427267
owst 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pace 6.18850268938e-104 4.73886178567e-104 0.000461588119472 0.000501093411657 6.02759161595e-104 7.15415448222e-104 0.000463641827873 5.3556427267e-104
page 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
paid 4.61709551321e-64 6.10727797088e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pain 3.46533739509e-104 4.7051810092e-104 0.00184635313223 5.01093411657e-104 4.997399973e-104 6.22814387895e-104 4.63641827873e-104 0.000535563513467
painful 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 0.00053556427267
painted 0.000716341144564 5.07753490363e-104 0.000461686827716 1.76205559487e-95 0.000870073826305 6.23054766205e-104 5.51670638006e-104 6.29497400157e-104
painter 3.4659491437e-104 4.93611525262e-104 4.61588119472e-104 5.34773480644e-104 0.000455419695289 6.25266889426e-104 4.63641827873e-104 0.000529393749327
painters 0.000346512760507 4.98827568812e-104 4.61588119472e-104 6.62463563643e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
painting 0.000399923561334 6.75406732297e-104 4.61782398475e-104 0.00141759789397 4.50232327076e-104 0.00125612488389 1.35497293279e-103 5.36533326101e-104
palate 0.000618712477386 8.00207938827e-104 4.61588119472e-104 0.00010746437305 5.40962498555e-104 6.22814408794e-104 4.63641827873e-104 5.3556427267e-104
pale 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 0.000927283655366 4.38598065455e-13
paper 4.08373083151e-104 0.00047051810092 4.62036664663e-104 5.01093411657e-104 4.65690620895e-104 6.24730510785e-104 4.63641827873e-104 5.3556427267e-104
papers 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 0.00053556427267
parallels 3.59930364766e-104 4.90402305292e-104 4.61588119472e-104 5.2745954632e-104 0.000450232327076 6.23236084229e-104 4.63641827873e-104 5.3556427267e-104
pardon 6.43456556231e-104 0.00047051810092 4.62788744572e-104 5.01093411657e-104 2.53808032626e-103 6.24500263436e-104 4.63641827873e-104 5.3556427267e-104
part 8.74913127496e-43 0.00138397910835 0.00508403956338 5.41203596212e-60 0.0027213716776 6.25694886827e-104 8.25913824442e-104 6.61978702501e-104
partake 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
particulars 3.50980995558e-104 5.05987106786e-104 4.6161318074e-104 5.40917383253e-104 0.000450232327076 6.30487229071e-104 4.63641827873e-104 6.60644990796e-104
partly 0.000346512760507 4.70552771174e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
parts 3.56951542509e-104 0.000485622453468 0.000923194574583 6.16000185201e-104 6.48803017893e-104 6.33227948993e-104 4.69570605621e-104 0.00212504338209
party 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 5.06941550361e-104 6.22814387895e-104 0.000463641827873 5.3556427267e-104
pass 0.000693024308562 1.14254060893e-103 0.000461589734573 1.36851824691e-90 6.31992932759e-104 6.22858742751e-104 5.416823381e-104 5.52694334268e-104
passed 0.0003465127618 4.7051810092e-104 4.61591765524e-104 5.01093411657e-104 0.000450232325394 6.22814387895e-104 4.91062367834e-104 5.58007677493e-104
passion 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
past 0.00138604337024 5.66223625717e-104 0.000923186452192 3.31054451535e-93 4.50415407209e-104 0.00186844317218 5.30980451501e-104 5.3556427267e-104
patent 0.000346512760507 7.41612036703e-104 4.61588119472e-104 5.01886621768e-104 7.66429207878e-104 6.33419614183e-104 5.23537361898e-104 1.42095425264e-103
patience 3.46512760507e-104 5.07027018172e-104 4.61588119472e-104 0.00047968883164 4.50232327076e-104 6.33308556041e-104 1.2896419175e-103 0.000558441301308
patient 3.46512760507e-104 0.00047051810092 4.61666516681e-104 5.97317894975e-104 4.50232327076e-104 6.27307178437e-104 4.63641827873e-104 5.3556427267e-104
pattern 3.077353648e-89 1.82521896214e-56 4.63303923876e-104 8.12078031951e-104 0.000900464654151 6.24726573313e-104 4.63641827873e-104 5.3556427267e-104
paws 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pay 3.46512760507e-104 4.7051810092e-104 0.000461674507927 5.09579173566e-104 7.92507844854e-104 6.26925065618e-104 4.80758088476e-104 0.00107102831189
paying 0.000346512760507 4.91492331483e-104 4.61723518009e-104 6.48692710517e-104 4.83256983806e-104 6.22844503068e-104 4.72365226634e-104 5.35809505808e-104
pays 3.46512760507e-104 0.00038775738886 4.61588119472e-104 5.01093411657e-104 4.64948748227e-104 6.22814387895e-104 4.63641827873e-104 0.000629766133286
peace 3.68360391261e-104 4.88463352004e-104 4.61604741063e-104 5.0779177537e-104 5.8453990773e-104 6.2559759298e-104 6.96110051024e-104 0.00107112854534
pearl 3.58710357137e-104 4.86239572844e-104 4.61588119472e-104 0.000501093411657 5.83831309066e-104 6.34403842403e-104 7.88329334752e-64 1.11706517666e-103
pebbled 0.000346512760507 4.78005465715e-104 4.61588119472e-104 5.38035000755e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
peep 3.46512760507e-104 7.13632558367e-104 4.61588119472e-104 5.0340284644e-104 0.000450232327076 6.25445976083e-104 6.09786924046e-104 5.48251910805e-104
pen 3.73322437889e-104 0.00177433081185 0.00287522547678 5.01157939732e-104 4.77253937279e-104 6.46312448401e-104 4.63641827873e-104 5.3556427267e-104
penance 3.46512760507e-104 4.7051810092e-104 4.63033041017e-104 0.000501093411657 4.50232327076e-104 6.24676144288e-104 4.63641827873e-104 5.3556427267e-104
pencil 4.84160979398e-33 7.03049544474e-85 4.61960844034e-104 0.000657180809353 0.000309987832423 6.42289266502e-104 4.63641827873e-104 5.90692703314e-104
pent 4.06981588099e-104 0.000941036201839 4.64188124583e-104 5.01093411657e-104 4.57742625865e-104 6.27894524783e-104 4.63641827873e-104 5.3556427267e-104
penury 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
perceive 3.46512760507e-104 4.70573789601e-104 4.61588119472e-104 5.02391363917e-104 4.54044115562e-104 6.22814387895e-104 4.65879756831e-104 0.00053556427267
perceived 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
perceivst 3.46607327266e-104 4.70638596852e-104 4.61588217521e-104 5.14967426162e-104 5.23443719631e-104 6.23218008652e-104 0.000463641827873 5.56778569769e-104
perfect 0.000346951841007 2.67734780792e-42 4.61588119472e-104 9.55274086831e-22 0.000449661819267 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
perfection 3.46512760507e-104 4.7051810092e-104 4.62216637177e-104 0.00100218682331 1.69609712625e-60 6.23288677205e-104 5.14802082479e-104 5.47582369955e-104
perfectst 3.46512794055e-104 4.7051810092e-104 4.61588119915e-104 5.01093830199e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 6.03826217874e-55
perforce 3.46512941223e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 5.11348048801e-104 5.3556427267e-104
perfumed 4.21279827799e-104 5.6400469041e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
perfumes 0.000693025521013 3.84143181409e-80 4.61588119472e-104 1.52436299329e-103 4.50232327076e-104 6.28506141758e-104 4.63669048241e-104 5.91410832902e-104
perhaps 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 1.08113771206e-103 0.00053556427267
perish 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
perjured 0.000346512760507 4.7080816711e-104 0.000461601574386 1.63497760559e-44 0.000450219203173 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
permit 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.77021692562e-104 0.00053556427267
perpetual 6.19119075839e-104 5.27903896282e-104 0.000461588119472 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
perspective 3.46512760507e-104 4.8849608798e-104 4.61588119472e-104 5.01093411657e-104 4.61100081008e-104 6.22814387895e-104 8.5267861878e-104 0.00053556427267
persuade 3.76017004785e-104 0.00047051810092 4.61588119472e-104 5.02377133019e-104 4.57309061681e-104 6.25770648559e-104 4.81138634293e-104 6.85860524457e-104
perusal 3.46512760507e-104 4.72014905742e-104 4.61588119472e-104 5.03857964482e-104 4.50232327076e-104 6.22814387895e-104 1.53621769043e-103 0.00053556427267
petty 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.92451885601e-104 6.2631753472e-104 0.000463641827873 5.49762963575e-104
philomel 3.46573182432e-104 5.07587874928e-104 4.61588670141e-104 5.14622531766e-104 1.38381533849e-49 6.22814387895e-104 5.12107531091e-104 0.00053556427267
phoenix 4.35316459058e-104 5.85620721628e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.31048673504e-104 4.63641827873e-104 5.3556427267e-104
phrase 3.46512760507e-104 4.7051810092e-104 4.61732608254e-104 6.8910978567e-104 0.000450232327076 6.22814387895e-104 4.73940295535e-104 5.3556427267e-104
physic 0.000692591543187 6.67316670883e-104 4.62127634045e-104 6.27576973865e-07 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
physician 3.60767202195e-104 4.89012929839e-104 4.61588119486e-104 5.28369275654e-104 0.000450232327076 6.23234647066e-104 4.63641827873e-104 5.3556427267e-104
physicians 0.000346512760507 5.02155934579e-104 4.61588119472e-104 5.76610606023e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
picture 1.11049897712e-84 8.38906974494e-60 4.62622933951e-104 0.00150328023497 7.8153451669e-104 6.33299339359e-104 4.63851017408e-104 5.3556427267e-104
pictured 0.000346512760507 5.29368723793e-104 4.61588119472e-104 5.01184012854e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pictures 3.55671302872e-104 0.00047051810092 4.61588119472e-104 5.11145484326e-104 5.1512183191e-104 6.24942012569e-104 4.63641827873e-104 5.3556427267e-104
pierced 3.46512760507e-104 4.7051810092e-104 4.62337033739e-104 5.01093411657e-104 0.000450232327076 6.24339681418e-104 4.63641827873e-104 5.3556427267e-104
pilgrimage 0.000346259975618 4.7051810092e-104 0.000461924853107 2.36942839556e-87 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pine 3.46512760507e-104 5.27484746662e-104 4.61588119472e-104 0.000386901205066 0.00100306632823 6.31191524722e-104 4.63641827873e-104 5.3556427267e-104
pipe 3.57027681192e-104 5.15226307072e-104 4.63472692114e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.63641827873e-104 5.3556427267e-104
pitch 3.46512760507e-104 5.10675048049e-104 4.61588119472e-104 5.01093411657e-104 0.000900464654151 6.22961144831e-104 4.63641827873e-104 5.3556427267e-104
pitied 0.000346512760507 6.54824651791e-104 4.61588119472e-104 2.20455111664e-19 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pitiful 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 5.6354544486e-104 5.3556427267e-104
pity 4.78464381325e-104 6.7118560626e-104 4.61588119472e-104 1.03187132166e-103 1.07496875445e-103 0.00188407717923 1.17168426702e-56 0.00266437751824
pitying 0.000346512760507 4.73106483019e-104 4.61588119472e-104 7.34884183049e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pitywanting 0.000346512760507 4.74680181874e-104 4.61588119472e-104 5.03676765718e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
place 3.46512760507e-104 4.72324302884e-104 0.00277244327054 0.000541146196765 4.70318308191e-104 6.3998182416e-104 4.64753961055e-104 0.00156050309727
placed 0.000346512760507 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
plague 0.000346629603373 4.7501278917e-104 4.62717147406e-104 0.000499516377957 1.93326228229e-81 6.24120670873e-104 5.35073166948e-104 0.000537069202188
plagues 3.46512760507e-104 4.7051810092e-104 4.61602531978e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
plain 3.46544024461e-104 4.70525038083e-104 4.61588119472e-104 5.01192179758e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
plants 0.000346512760507 4.98046857188e-104 4.61588119472e-104 7.68492959429e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
play 3.46512760507e-104 0.000470435987388 0.000461668674568 5.01093411657e-104 4.50232327076e-104 6.22978330803e-104 4.67841771478e-104 0.00160669281801
played 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.25286597452e-104 4.63641827873e-104 0.00053556427267
playst 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
plea 0.000693025521013 5.64707771597e-104 0.000461588119472 4.50530703961e-39 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
plead 3.46512760507e-104 4.78606601917e-104 4.61588119472e-104 5.01204742247e-104 4.58436285942e-104 6.30713566224e-104 4.76991227651e-104 0.00107112854534
pleasant 1.17424453525e-65 6.10202182362e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
please 3.82284440524e-104 0.000472083081541 0.00046211784964 0.00050051834422 4.31422155131e-99 8.29398380804e-104 0.000462099718283 1.55248602624e-103
pleased 0.000346512760507 4.71447090433e-104 4.62552621373e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pleasing 5.31784812023e-104 5.32832952779e-104 4.64652500024e-104 0.00100218682331 4.85360143018e-104 6.24373800136e-104 4.63641827873e-104 5.3556427267e-104
pleasure 0.000768082368021 0.00010983471266 0.00277196832591 6.96904653694e-104 4.96073318697e-104 7.33617533769e-104 4.63763268434e-104 0.00136283695907
pleasures 3.46512760507e-104 0.00047051810092 4.61588119472e-104 5.01093411657e-104 4.51102415494e-104 6.25887859451e-104 4.63641827873e-104 5.3556427267e-104
plight 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
plods 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.63641827873e-104 5.3556427267e-104
plot 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pluck 3.48041474764e-104 0.000939770829654 0.000461588119472 5.01093411657e-104 4.67256108703e-104 0.000624489333027 4.63641827873e-104 5.3556427267e-104
poesy 0.000346512760507 5.14966798325e-104 4.61588119472e-104 5.10235008314e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
poet 0.000418392665706 0.00037291477907 4.61588119472e-104 5.25875606094e-104 4.59672529349e-104 6.23607539651e-104 4.63641827873e-104 5.3556427267e-104
poets 0.00103660017487 0.000474507657776 4.61588119472e-104 5.86113905352e-104 4.50232327076e-104 6.26052647016e-104 4.63641827873e-104 5.3556427267e-104
point 1.28282653604e-81 0.000941036201839 4.62030618452e-104 6.10499157245e-104 4.50232327076e-104 6.25489966336e-104 4.63641827873e-104 5.3556427267e-104
pointing 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 5.39979688438e-104 5.3556427267e-104
points 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.73563955267e-104 5.3556427267e-104
poison 3.46512760507e-104 4.71137464621e-104 4.61588119472e-104 5.01162359289e-104 4.50232327076e-104 6.22814387895e-104 1.04142602362e-88 0.00053556427267
poisoned 0.000346512760507 6.11141026778e-104 4.62693915937e-104 8.44723540148e-104 3.19968185835e-103 6.26572755313e-104 4.63689055034e-104 9.33130920842e-104
policy 3.72116388321e-104 0.000941036201839 4.61727217521e-104 6.98743641772e-104 5.12687225732e-104 6.23671601527e-104 4.63641827873e-104 5.3556427267e-104
polished 3.46512760507e-104 5.0924265179e-104 4.61590713008e-104 5.21625899186e-104 2.13848889453e-90 6.22814387895e-104 7.94477144055e-104 0.00053556427267
politic 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
pomp 3.46512760507e-104 0.00047051810092 4.63818169885e-104 5.01093411657e-104 4.50232327076e-104 6.28966463873e-104 4.63641827873e-104 5.3556427267e-104
poor 0.000908197076539 7.35089701708e-104 4.62495666452e-104 0.000400910998592 0.00475811927901 0.000629554800084 7.12727964075e-66 5.3556427267e-104
poorly 3.46512760507e-104 4.7051810092e-104 4.61601574384e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
possessed 3.46512760507e-104 4.87345577371e-104 0.000463140922961 0.000499407710563 6.48353481427e-104 6.23582005823e-104 4.63641827873e-104 5.3556427267e-104
possesseth 3.46512760507e-104 0.00047051810092 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
possessing 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 0.000622814387895 4.63641827873e-104 5.3556427267e-104
possession 1.85905021026e-88 4.74108972497e-104 4.61853232867e-104 0.00100218682331 1.35932357684e-103 6.22814387895e-104 4.63641827873e-104 5.44174583754e-104
posterity 3.46512760507e-104 4.7051810092e-104 0.00138476435842 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
posting 3.46515688606e-104 4.7051810092e-104 4.61588119472e-104 5.01103025321e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 0.00053556427267
potions 3.46512760507e-104 3.80727106535e-07 4.61588119472e-104 5.01264288004e-104 3.7716020111e-38 0.000622814387895 1.04935263303e-103 0.000535130912433
pourst 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 0.00053556427267
poverty 3.83507717469e-104 4.7051810092e-104 0.000461589098116 5.02020526507e-104 0.000450231372508 6.22814387895e-104 6.89820514179e-104 5.59279581876e-104
power 3.51599568303e-104 0.00144580970156 0.00138704845694 5.15951414948e-104 0.00131569055312 6.26019434513e-104 8.3209902182e-104 3.25854819815e-93
powerful 0.000693025521013 4.70780519642e-104 4.61588119472e-104 5.01400478593e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
powers 0.000346512760507 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
praise 5.94584048558e-104 0.00206762246114 0.00369417673554 0.00450071512406 0.00072343143415 6.50274728409e-104 5.27005017872e-104 0.0026852519589
praised 3.46558193203e-104 4.93310518391e-104 4.63584413061e-104 0.00100218682331 9.16307089999e-80 6.35300307587e-104 4.63666151383e-104 2.33644860194e-102
praises 1.41336296576e-103 2.07490115142e-47 4.62383335679e-104 0.00200437364663 5.48013658735e-104 6.26548982278e-104 4.63804335897e-104 5.94641324981e-104
praising 3.46512760507e-104 4.70608993785e-104 4.61588119472e-104 5.01106802848e-104 4.52878713559e-104 0.000622814387895 7.57398680202e-27 0.00053556427267
pray 3.46512922626e-104 4.72561252642e-104 4.61588120422e-104 5.01093707286e-104 4.84278778039e-104 6.48784096133e-104 5.77690088873e-104 0.00053556427267
prayers 7.30416626106e-104 4.74318871382e-104 4.61588119472e-104 0.000501093411657 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
precious 0.000625093394598 0.000635116945754 4.61588119472e-104 1.44135885595e-103 1.57348161392e-103 6.29166936808e-104 8.43140101892e-104 0.00152433396458
predict 3.46512760507e-104 4.7051810092e-104 4.61588119472e-104 5.01093411657e-104 0.000450232327076 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
prefiguring 3.46512760507e-104 4.7051810092e-104 0.000461588119472 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
prepare 0.000346504735228 4.7051810092e-104 0.000461598809911 5.01093411657e-104 4.50232327076e-104 6.22814387895e-104 4.63641827873e-104 5.3556427267e-104
